Orthogroup	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1	Total
OG0001253	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001254	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001255	0	1	3	2	0	1	1	1	0	0	1	0	10
OG0001256	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001257	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001258	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001259	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001260	0	1	1	1	1	1	1	1	2	1	0	0	10
OG0001261	0	1	1	2	1	1	2	1	0	1	0	0	10
OG0001262	0	1	1	1	1	1	1	0	1	2	1	0	10
OG0001263	0	1	1	1	1	1	1	1	1	2	0	0	10
OG0001264	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001265	0	1	2	3	2	1	1	0	0	0	0	0	10
OG0001266	0	1	1	1	1	1	1	1	1	1	0	1	10
OG0001267	0	1	1	1	3	1	0	1	1	0	0	1	10
OG0001268	0	1	1	1	0	2	2	0	1	0	2	0	10
OG0001269	0	1	1	1	1	1	1	0	2	1	1	0	10
OG0001270	0	2	1	1	1	3	2	0	0	0	0	0	10
OG0001271	0	1	1	1	1	2	1	1	1	1	0	0	10
OG0001272	0	1	1	1	1	1	1	1	1	2	0	0	10
OG0001273	0	1	1	1	1	1	1	1	1	0	1	1	10
OG0001274	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001275	0	1	1	1	1	1	1	1	1	1	0	1	10
OG0001276	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001277	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001278	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001279	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001280	0	1	1	2	0	2	2	0	1	1	0	0	10
OG0001281	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001282	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001283	0	1	1	1	1	1	1	1	1	1	0	1	10
OG0001284	0	1	1	1	0	1	0	1	1	2	1	1	10
OG0001285	0	1	1	1	0	1	0	1	1	2	1	1	10
OG0001286	0	1	1	1	0	1	0	1	1	2	1	1	10
OG0001287	0	1	2	1	0	1	0	1	1	1	1	1	10
OG0001288	0	1	1	1	0	1	0	1	2	1	1	1	10
OG0001289	0	1	1	1	0	1	0	1	1	2	1	1	10
OG0001290	0	1	1	1	0	1	0	1	1	2	1	1	10
OG0001291	0	1	1	1	2	2	2	1	0	0	0	0	10
OG0001292	0	1	1	1	1	1	1	1	1	1	0	1	10
OG0001293	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001294	0	1	1	1	1	2	2	1	0	0	0	1	10
OG0001295	0	1	1	0	1	1	1	2	1	1	1	0	10
OG0001296	0	1	1	1	0	1	1	1	1	1	1	1	10
OG0001297	0	1	1	1	0	1	1	1	1	1	1	1	10
OG0001298	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001299	0	1	2	1	0	2	2	0	0	0	2	0	10
OG0001300	0	2	1	1	1	1	1	1	1	1	0	0	10
OG0001301	0	1	2	1	1	1	1	1	2	0	0	0	10
OG0001302	0	1	1	2	0	1	1	1	1	1	1	0	10
OG0001303	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001304	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001305	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001306	0	1	2	1	1	1	1	1	1	1	0	0	10
OG0001307	0	1	2	1	0	3	2	1	0	0	0	0	10
OG0001308	0	1	1	1	1	1	1	1	1	1	1	0	10
OG0001309	0	1	1	1	1	1	1	1	1	1	0	1	10
OG0001310	0	1	1	1	1	1	4	1	0	0	0	0	10
OG0001311	0	0	1	1	1	1	2	1	1	1	0	1	10
OG0001312	0	0	1	2	1	1	1	1	2	1	0	0	10
OG0001313	0	0	1	1	0	2	2	2	0	0	2	0	10
OG0001314	0	0	1	1	1	1	1	1	1	1	1	1	10
OG0001315	0	0	1	1	1	2	1	0	0	0	0	4	10
OG0001316	0	0	1	0	0	0	0	0	0	0	9	0	10
OG0001317	0	0	1	1	0	1	1	2	0	1	1	2	10
OG0001318	0	0	1	1	0	1	1	1	3	1	1	0	10
OG0001319	0	0	1	1	1	4	2	0	0	0	0	1	10
OG0001320	0	0	0	1	1	3	3	2	0	0	0	0	10
OG0001321	0	0	0	2	0	8	0	0	0	0	0	0	10
OG0001322	0	0	0	1	1	3	2	3	0	0	0	0	10
OG0001323	0	0	0	1	1	5	2	0	1	0	0	0	10
OG0001324	0	0	0	1	0	1	2	1	2	2	1	0	10
OG0001325	0	0	0	0	1	6	3	0	0	0	0	0	10
OG0001326	2	0	2	0	0	1	2	1	0	0	0	1	9
OG0001327	4	0	0	0	0	1	1	1	0	0	1	1	9
OG0001328	1	0	1	1	0	1	1	0	0	0	2	2	9
OG0001329	2	0	0	0	1	2	1	0	1	1	0	1	9
OG0001330	1	0	1	1	1	1	1	1	0	0	1	1	9
OG0001331	2	1	0	0	0	2	1	1	0	1	0	1	9
OG0001332	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001333	1	0	0	1	1	0	3	1	1	0	1	0	9
OG0001334	1	1	1	0	1	1	1	0	1	1	1	0	9
OG0001335	3	1	1	2	0	1	1	0	0	0	0	0	9
OG0001336	1	1	0	0	0	1	1	1	1	1	1	1	9
OG0001337	1	0	1	0	0	1	1	2	1	2	0	0	9
OG0001338	1	2	1	1	1	1	1	0	1	0	0	0	9
OG0001339	1	1	1	1	1	1	1	1	0	0	1	0	9
OG0001340	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001341	1	1	1	1	1	1	1	1	0	0	1	0	9
OG0001342	2	1	2	1	0	2	0	0	0	0	0	1	9
OG0001343	1	0	0	0	1	1	1	0	1	1	2	1	9
OG0001344	1	1	1	1	1	1	1	1	0	0	1	0	9
OG0001345	1	2	1	1	1	1	1	1	0	0	0	0	9
OG0001346	1	2	1	1	1	0	0	0	2	1	0	0	9
OG0001347	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001348	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001349	1	1	1	0	0	1	2	1	0	0	1	1	9
OG0001350	1	1	1	0	1	1	1	1	0	0	1	1	9
OG0001351	1	1	1	0	1	1	1	1	0	0	1	1	9
OG0001352	1	1	1	1	0	1	1	0	1	1	1	0	9
OG0001353	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001354	1	1	1	1	1	1	1	1	0	0	1	0	9
OG0001355	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001356	1	0	0	0	1	1	1	1	1	1	1	1	9
OG0001357	1	0	1	1	1	1	1	1	0	0	1	1	9
OG0001358	1	1	1	0	0	1	1	0	1	1	1	1	9
OG0001359	1	1	1	1	1	1	1	0	1	1	0	0	9
OG0001360	4	0	0	0	1	0	0	1	0	2	1	0	9
OG0001361	1	1	0	0	1	1	1	1	1	1	1	0	9
OG0001362	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001363	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001364	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001365	2	1	1	0	1	1	1	0	1	0	0	1	9
OG0001366	2	0	1	1	0	0	0	0	0	0	4	1	9
OG0001367	1	1	1	1	1	1	1	1	0	0	1	0	9
OG0001368	1	0	0	0	1	1	1	1	1	1	1	1	9
OG0001369	1	1	1	1	0	1	1	0	1	0	1	1	9
OG0001370	2	1	1	1	1	0	1	0	0	0	2	0	9
OG0001371	2	1	2	1	2	0	0	0	0	0	1	0	9
OG0001372	1	0	0	1	0	0	1	1	2	2	0	1	9
OG0001373	2	0	1	0	0	1	2	0	0	0	2	1	9
OG0001374	1	1	1	0	1	1	1	0	1	1	0	1	9
OG0001375	3	0	1	0	1	0	0	0	1	1	1	1	9
OG0001376	1	0	1	1	0	1	2	1	0	0	0	2	9
OG0001377	1	1	2	0	0	0	0	0	2	1	1	1	9
OG0001378	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001379	1	1	1	0	1	1	1	1	0	0	1	1	9
OG0001380	1	1	1	0	0	1	1	1	2	1	0	0	9
OG0001381	1	1	1	0	0	1	1	1	1	2	0	0	9
OG0001382	1	0	0	0	1	1	1	1	1	1	1	1	9
OG0001383	3	0	4	0	0	0	0	0	0	0	0	2	9
OG0001384	1	1	1	1	0	1	1	1	0	0	1	1	9
OG0001385	1	1	1	1	1	1	1	1	0	0	0	1	9
OG0001386	1	1	0	0	0	2	1	1	0	0	0	3	9
OG0001387	1	1	1	2	1	0	0	1	1	1	0	0	9
OG0001388	1	0	0	0	4	1	2	0	0	0	0	1	9
OG0001389	1	1	1	0	1	1	1	1	0	0	1	1	9
OG0001390	1	1	1	1	1	1	1	1	0	0	1	0	9
OG0001391	1	1	2	1	1	1	1	0	0	0	0	1	9
OG0001392	1	1	0	0	0	0	1	0	1	0	3	2	9
OG0001393	1	1	1	0	0	1	1	1	1	1	1	0	9
OG0001394	0	1	1	1	1	3	1	1	0	0	0	0	9
OG0001395	0	1	1	1	1	1	1	1	0	0	1	1	9
OG0001396	0	1	2	1	0	1	1	1	1	1	0	0	9
OG0001397	0	1	1	1	1	1	1	1	1	0	1	0	9
OG0001398	0	1	1	1	0	1	1	1	1	1	1	0	9
OG0001399	0	2	1	1	1	1	1	1	0	0	1	0	9
OG0001400	0	2	3	1	1	1	0	0	1	0	0	0	9
OG0001401	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001402	0	2	2	1	0	1	0	1	0	0	2	0	9
OG0001403	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001404	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001405	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001406	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001407	0	2	1	1	1	1	1	1	1	0	0	0	9
OG0001408	0	2	1	1	1	1	1	1	0	0	1	0	9
OG0001409	0	1	1	1	1	1	1	1	1	0	0	1	9
OG0001410	0	1	3	1	1	1	1	0	1	0	0	0	9
OG0001411	0	1	1	1	1	1	1	1	0	0	1	1	9
OG0001412	0	1	1	2	0	0	0	0	1	1	2	1	9
OG0001413	0	1	1	0	0	1	1	1	1	1	1	1	9
OG0001414	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001415	0	1	1	1	0	3	1	1	0	1	0	0	9
OG0001416	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001417	0	2	1	1	1	1	1	0	1	0	1	0	9
OG0001418	0	1	2	1	1	1	1	1	0	0	1	0	9
OG0001419	0	2	1	1	1	1	1	0	1	1	0	0	9
OG0001420	0	2	1	1	1	1	1	0	1	1	0	0	9
OG0001421	0	1	1	2	1	1	1	1	0	0	0	1	9
OG0001422	0	3	2	2	0	0	0	1	1	0	0	0	9
OG0001423	0	1	1	0	0	1	1	1	1	1	1	1	9
OG0001424	0	1	1	1	0	1	1	1	1	1	1	0	9
OG0001425	0	2	2	1	1	2	1	0	0	0	0	0	9
OG0001426	0	1	2	2	0	1	1	0	0	0	1	1	9
OG0001427	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001428	0	1	1	0	1	1	1	1	1	0	1	1	9
OG0001429	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001430	0	2	1	1	1	2	1	0	0	0	1	0	9
OG0001431	0	2	1	2	1	1	1	0	1	0	0	0	9
OG0001432	0	1	0	0	0	2	2	1	1	0	1	1	9
OG0001433	0	1	2	1	0	0	1	2	1	1	0	0	9
OG0001434	0	1	1	1	1	1	1	1	0	1	1	0	9
OG0001435	0	1	1	0	1	1	1	1	1	1	1	0	9
OG0001436	0	2	0	0	1	1	2	1	1	1	0	0	9
OG0001437	0	1	1	1	0	1	2	0	1	1	1	0	9
OG0001438	0	1	2	2	0	1	1	1	0	1	0	0	9
OG0001439	0	1	1	0	0	2	1	1	1	1	0	1	9
OG0001440	0	1	1	1	1	1	1	1	0	0	1	1	9
OG0001441	0	1	1	0	1	1	1	1	0	1	1	1	9
OG0001442	0	1	1	0	1	1	1	1	1	1	1	0	9
OG0001443	0	1	1	0	1	1	1	1	1	1	1	0	9
OG0001444	0	1	1	0	1	3	2	1	0	0	0	0	9
OG0001445	0	1	1	1	1	1	1	1	0	0	1	1	9
OG0001446	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001447	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001448	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001449	0	1	1	2	0	1	0	0	1	0	0	3	9
OG0001450	0	1	1	1	1	1	1	2	0	0	1	0	9
OG0001451	0	1	1	1	1	1	1	1	1	0	1	0	9
OG0001452	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001453	0	2	1	1	1	1	0	0	1	1	1	0	9
OG0001454	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001455	0	1	1	2	0	0	1	0	2	1	1	0	9
OG0001456	0	1	1	0	1	2	2	0	1	1	0	0	9
OG0001457	0	3	0	1	3	1	0	0	0	0	1	0	9
OG0001458	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001459	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001460	0	1	0	0	1	2	2	1	0	0	2	0	9
OG0001461	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001462	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001463	0	1	1	1	2	1	1	1	0	0	1	0	9
OG0001464	0	1	1	1	1	1	1	1	0	1	1	0	9
OG0001465	0	1	1	1	1	1	1	0	1	1	1	0	9
OG0001466	0	1	1	1	1	1	1	0	1	1	1	0	9
OG0001467	0	1	1	0	1	2	2	1	0	0	1	0	9
OG0001468	0	1	1	1	0	1	1	0	1	1	1	1	9
OG0001469	0	1	1	1	1	1	1	2	0	0	0	1	9
OG0001470	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001471	0	1	1	1	0	2	1	0	2	1	0	0	9
OG0001472	0	2	1	1	1	1	1	0	0	0	1	1	9
OG0001473	0	1	2	1	0	1	0	1	1	1	0	1	9
OG0001474	0	1	1	1	0	1	1	1	1	1	1	0	9
OG0001475	0	1	1	2	0	0	0	0	2	1	1	1	9
OG0001476	0	1	1	1	3	1	1	0	0	0	1	0	9
OG0001477	0	1	1	1	1	1	0	1	1	1	1	0	9
OG0001478	0	1	1	1	0	1	1	1	1	1	1	0	9
OG0001479	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001480	0	1	1	1	0	4	1	1	0	0	0	0	9
OG0001481	0	1	1	1	1	1	1	1	0	0	1	1	9
OG0001482	0	1	1	1	0	1	1	1	1	1	1	0	9
OG0001483	0	1	1	1	3	1	1	1	0	0	0	0	9
OG0001484	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001485	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001486	0	1	1	1	1	1	1	0	1	1	1	0	9
OG0001487	0	1	1	1	1	1	1	0	1	0	2	0	9
OG0001488	0	2	1	1	1	1	1	1	0	0	1	0	9
OG0001489	0	1	2	1	1	1	1	1	0	1	0	0	9
OG0001490	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001491	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001492	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001493	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001494	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001495	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001496	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001497	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001498	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001499	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001500	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001501	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001502	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001503	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001504	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001505	0	1	1	1	0	1	0	1	1	1	1	1	9
OG0001506	0	2	2	0	0	2	0	1	0	0	2	0	9
OG0001507	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001508	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001509	0	1	2	2	0	2	2	0	0	0	0	0	9
OG0001510	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001511	0	1	1	1	0	1	1	2	0	0	1	1	9
OG0001512	0	1	1	1	0	1	1	1	0	1	1	1	9
OG0001513	0	1	1	3	1	1	1	1	0	0	0	0	9
OG0001514	0	1	1	0	1	1	1	1	1	1	1	0	9
OG0001515	0	1	1	0	1	1	1	1	1	1	1	0	9
OG0001516	0	1	1	1	1	1	1	1	0	0	2	0	9
OG0001517	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001518	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001519	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001520	0	1	1	1	1	3	1	1	0	0	0	0	9
OG0001521	0	1	1	1	1	1	1	1	0	0	0	2	9
OG0001522	0	1	1	1	1	1	1	1	2	0	0	0	9
OG0001523	0	1	1	0	2	1	1	2	0	0	0	1	9
OG0001524	0	1	1	1	1	1	1	0	1	1	1	0	9
OG0001525	0	1	1	1	1	1	1	0	1	0	2	0	9
OG0001526	0	1	1	1	0	3	2	1	0	0	0	0	9
OG0001527	0	1	1	1	1	1	1	0	1	1	1	0	9
OG0001528	0	1	1	1	1	1	1	1	0	0	1	1	9
OG0001529	0	1	1	0	1	1	1	1	1	1	1	0	9
OG0001530	0	1	2	1	1	1	1	1	0	0	1	0	9
OG0001531	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001532	0	1	1	1	1	1	1	0	1	1	1	0	9
OG0001533	0	1	1	1	0	1	1	1	1	1	1	0	9
OG0001534	0	1	1	0	2	2	2	1	0	0	0	0	9
OG0001535	0	1	1	1	1	1	1	1	0	0	1	1	9
OG0001536	0	1	1	1	1	1	1	1	1	1	0	0	9
OG0001537	0	1	2	1	0	2	1	1	0	0	0	1	9
OG0001538	0	0	2	1	0	1	2	0	0	0	1	2	9
OG0001539	0	0	1	1	0	1	1	1	1	1	1	1	9
OG0001540	0	0	1	1	1	1	2	1	1	1	0	0	9
OG0001541	0	0	1	1	0	1	2	1	0	1	1	1	9
OG0001542	0	0	1	1	1	1	1	1	1	1	1	0	9
OG0001543	0	0	2	2	0	2	1	1	0	0	1	0	9
OG0001544	0	0	1	8	0	0	0	0	0	0	0	0	9
OG0001545	0	0	2	7	0	0	0	0	0	0	0	0	9
OG0001546	0	0	1	0	1	1	2	1	1	0	1	1	9
OG0001547	0	0	1	1	1	1	1	1	1	1	1	0	9
OG0001548	0	0	1	1	1	2	0	1	0	0	0	3	9
OG0001549	0	0	1	1	0	2	1	2	0	1	1	0	9
OG0001550	0	0	1	0	0	1	2	1	1	0	1	2	9
OG0001551	0	0	0	1	1	2	1	2	1	1	0	0	9
OG0001552	0	0	0	1	0	1	1	0	1	2	3	0	9
OG0001553	0	0	0	0	1	2	1	3	0	1	0	1	9
OG0001554	0	0	0	0	1	1	1	0	0	0	6	0	9
OG0001555	0	0	0	0	8	0	0	0	0	0	1	0	9
OG0001556	0	0	0	0	2	1	1	0	1	1	2	1	9
OG0001557	0	0	0	0	1	2	1	1	2	2	0	0	9
OG0001558	0	0	0	0	2	3	1	0	0	1	1	1	9
OG0001559	0	0	0	0	1	1	1	1	0	0	0	5	9
OG0001560	0	0	0	0	0	1	0	0	8	0	0	0	9
OG0001561	0	0	0	0	0	1	0	0	0	0	0	8	9
OG0001562	0	0	0	0	0	0	2	2	1	2	1	1	9
OG0001563	0	0	0	0	0	0	0	0	2	3	1	3	9
OG0001564	0	0	0	0	0	0	0	0	2	2	5	0	9
OG0001565	0	0	0	0	0	0	0	0	1	1	0	7	9
OG0001566	0	0	0	0	0	0	0	0	4	5	0	0	9
OG0001567	1	1	1	1	1	1	1	1	0	0	0	0	8
OG0001568	1	0	0	0	0	1	1	0	2	2	0	1	8
OG0001569	1	1	1	1	0	1	1	0	1	1	0	0	8
OG0001570	2	0	0	0	0	1	1	0	1	1	1	1	8
OG0001571	1	0	0	1	0	1	1	0	1	1	1	1	8
OG0001572	1	0	3	0	0	3	0	0	0	0	1	0	8
OG0001573	1	1	1	1	0	1	1	1	0	0	1	0	8
OG0001574	4	0	0	0	0	1	1	0	0	0	0	2	8
OG0001575	1	1	0	0	0	0	1	0	1	1	2	1	8
OG0001576	1	0	0	1	1	1	1	0	0	0	2	1	8
OG0001577	1	1	0	0	1	2	0	0	1	1	1	0	8
OG0001578	1	1	1	1	1	1	1	1	0	0	0	0	8
OG0001579	2	0	0	0	3	0	0	0	0	2	0	1	8
OG0001580	1	1	1	1	1	1	1	0	1	0	0	0	8
OG0001581	1	1	1	1	0	0	0	0	1	1	1	1	8
OG0001582	1	0	1	1	1	1	1	1	0	0	1	0	8
OG0001583	2	0	0	0	0	0	1	0	1	1	1	2	8
OG0001584	2	0	1	0	0	1	0	0	1	1	1	1	8
OG0001585	1	1	1	0	0	1	0	1	0	1	1	1	8
OG0001586	1	1	1	1	0	0	0	1	0	1	1	1	8
OG0001587	4	0	1	1	0	0	2	0	0	0	0	0	8
OG0001588	2	0	0	0	0	1	1	0	0	0	0	4	8
OG0001589	1	1	1	1	1	1	1	1	0	0	0	0	8
OG0001590	2	0	0	0	0	1	1	0	1	1	1	1	8
OG0001591	2	1	0	1	1	0	0	0	0	1	0	2	8
OG0001592	1	1	1	1	1	1	1	0	1	0	0	0	8
OG0001593	1	0	0	0	1	1	1	1	1	1	1	0	8
OG0001594	1	1	1	1	0	0	0	0	0	0	2	2	8
OG0001595	1	0	0	0	0	1	1	1	0	0	3	1	8
OG0001596	1	0	1	1	1	1	1	0	1	1	0	0	8
OG0001597	4	1	0	0	0	2	0	0	0	0	1	0	8
OG0001598	4	0	1	0	0	1	1	0	0	0	0	1	8
OG0001599	1	0	0	0	1	1	1	1	0	0	0	3	8
OG0001600	1	1	1	0	2	1	1	1	0	0	0	0	8
OG0001601	1	1	1	1	1	1	1	1	0	0	0	0	8
OG0001602	1	0	0	0	1	1	1	1	1	1	0	1	8
OG0001603	2	2	0	1	1	0	0	0	0	0	1	1	8
OG0001604	1	0	1	0	0	2	1	0	1	1	0	1	8
OG0001605	1	1	0	0	1	2	1	0	1	0	0	1	8
OG0001606	1	1	1	0	1	1	1	1	0	0	0	1	8
OG0001607	1	1	0	0	0	1	1	1	1	1	1	0	8
OG0001608	1	1	1	0	1	1	1	1	0	0	0	1	8
OG0001609	1	1	1	1	1	1	1	0	0	0	0	1	8
OG0001610	1	0	0	1	1	1	1	0	0	0	2	1	8
OG0001611	1	0	0	1	1	1	1	0	0	0	2	1	8
OG0001612	1	1	1	0	0	1	1	1	1	1	0	0	8
OG0001613	1	1	1	0	0	1	1	1	1	1	0	0	8
OG0001614	1	0	0	1	1	2	2	1	0	0	0	0	8
OG0001615	1	1	1	1	1	1	1	0	0	0	0	1	8
OG0001616	1	0	1	1	0	1	0	1	1	1	1	0	8
OG0001617	1	0	0	0	0	1	2	0	2	2	0	0	8
OG0001618	2	1	1	2	0	0	1	0	0	0	1	0	8
OG0001619	1	0	0	0	1	1	1	1	1	1	0	1	8
OG0001620	4	0	0	0	0	0	1	1	1	1	0	0	8
OG0001621	1	2	1	1	1	0	0	0	0	0	2	0	8
OG0001622	3	0	0	1	0	1	1	0	1	0	0	1	8
OG0001623	1	1	0	0	0	3	1	1	1	0	0	0	8
OG0001624	1	0	2	0	1	0	2	0	0	1	0	1	8
OG0001625	1	1	0	0	2	0	1	0	1	1	0	1	8
OG0001626	1	0	0	0	1	0	1	0	0	1	1	3	8
OG0001627	1	0	0	0	0	1	0	0	0	1	0	5	8
OG0001628	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001629	0	1	1	1	0	1	1	1	1	0	0	1	8
OG0001630	0	1	1	2	0	1	1	2	0	0	0	0	8
OG0001631	0	1	0	0	0	1	1	1	1	1	1	1	8
OG0001632	0	1	1	1	0	0	1	1	2	0	1	0	8
OG0001633	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001634	0	1	1	1	1	1	1	1	0	0	0	1	8
OG0001635	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001636	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001637	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001638	0	1	1	1	0	1	1	1	1	1	0	0	8
OG0001639	0	1	1	2	1	1	1	0	0	0	1	0	8
OG0001640	0	1	1	1	1	1	1	0	1	1	0	0	8
OG0001641	0	1	1	1	1	1	1	1	0	0	0	1	8
OG0001642	0	1	1	1	0	1	2	1	0	0	1	0	8
OG0001643	0	1	0	0	1	2	0	1	1	1	1	0	8
OG0001644	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001645	0	1	1	1	0	1	1	1	1	1	0	0	8
OG0001646	0	1	1	1	0	1	1	1	2	0	0	0	8
OG0001647	0	1	1	1	0	1	1	0	2	1	0	0	8
OG0001648	0	1	0	1	0	2	1	0	0	0	1	2	8
OG0001649	0	1	1	1	1	1	1	0	1	1	0	0	8
OG0001650	0	1	1	1	1	1	1	0	1	1	0	0	8
OG0001651	0	1	2	1	1	1	1	0	1	0	0	0	8
OG0001652	0	1	1	1	0	1	2	0	1	0	1	0	8
OG0001653	0	1	1	1	0	1	1	0	1	1	1	0	8
OG0001654	0	1	1	1	0	1	1	0	1	1	1	0	8
OG0001655	0	8	0	0	0	0	0	0	0	0	0	0	8
OG0001656	0	1	1	1	0	1	1	1	1	1	0	0	8
OG0001657	0	1	1	1	0	1	1	1	1	1	0	0	8
OG0001658	0	1	1	1	1	1	1	1	0	0	0	1	8
OG0001659	0	1	1	1	1	1	1	1	0	0	0	1	8
OG0001660	0	1	1	1	1	1	1	1	1	0	0	0	8
OG0001661	0	1	1	2	1	1	1	1	0	0	0	0	8
OG0001662	0	1	0	0	0	1	0	0	0	0	6	0	8
OG0001663	0	1	1	1	0	2	0	0	1	0	2	0	8
OG0001664	0	1	1	0	1	1	1	1	1	0	1	0	8
OG0001665	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001666	0	1	1	1	1	1	1	1	0	0	0	1	8
OG0001667	0	1	1	1	0	1	1	1	0	0	1	1	8
OG0001668	0	1	1	1	0	1	1	1	1	1	0	0	8
OG0001669	0	1	1	1	1	1	1	1	0	0	0	1	8
OG0001670	0	1	1	0	1	2	1	1	0	0	0	1	8
OG0001671	0	1	1	0	1	2	1	1	0	0	0	1	8
OG0001672	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001673	0	1	2	1	1	1	1	1	0	0	0	0	8
OG0001674	0	1	1	1	0	1	2	2	0	0	0	0	8
OG0001675	0	1	1	1	1	1	1	1	0	0	1	0	8
OG0001676	0	1	1	1	0	1	1	1	1	1	0	0	8
OG0001677	0	1	1	0	0	1	1	2	1	1	0	0	8
OG0001678	0	1	1	1	0	1	1	1	1	1	0	0	8
OG0001679	0	1	2	1	1	1	1	1	0	0	0	0	8
OG0001680	0	1	1	0	1	1	1	1	0	0	1	1	8
OG0001681	0	1	1	0	1	1	1	1	1	1	0	0	8
OG0001682	0	1	1	0	1	1	1	1	1	1	0	0	8
