Orthogroup	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1	Total
OG0004521	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004522	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0004523	0	1	0	0	0	0	0	0	0	0	0	1	2
OG0004524	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004525	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004526	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004527	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004528	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004529	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004530	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004531	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004532	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0004533	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004534	0	1	0	0	0	0	1	0	0	0	0	0	2
OG0004535	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004536	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0004537	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0004538	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004539	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004540	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0004541	0	1	0	0	0	0	0	1	0	0	0	0	2
OG0004542	0	1	0	0	0	0	1	0	0	0	0	0	2
OG0004543	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004544	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004545	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004546	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004547	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004548	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004549	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004550	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004551	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004552	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004553	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004554	0	1	0	0	0	0	0	0	0	0	0	1	2
OG0004555	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0004556	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0004557	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004558	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004559	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0004560	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0004561	0	1	0	0	0	0	1	0	0	0	0	0	2
OG0004562	0	1	0	0	0	0	1	0	0	0	0	0	2
OG0004563	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004564	0	1	0	0	0	0	0	1	0	0	0	0	2
OG0004565	0	1	0	0	0	0	0	1	0	0	0	0	2
OG0004566	0	1	0	0	0	0	0	1	0	0	0	0	2
OG0004567	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004568	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0004569	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004570	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004571	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0004572	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0004573	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004574	0	1	0	0	0	0	0	0	0	1	0	0	2
OG0004575	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0004576	0	1	0	0	0	0	0	0	0	1	0	0	2
OG0004577	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0004578	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0004579	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004580	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004581	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004582	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004583	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004584	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004585	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004586	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004587	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004588	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004589	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004590	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004591	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004592	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004593	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004594	0	1	0	0	0	0	0	1	0	0	0	0	2
OG0004595	0	1	0	0	0	0	1	0	0	0	0	0	2
OG0004596	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0004597	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0004598	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0004599	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004600	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004601	0	1	0	0	0	0	0	0	0	0	0	1	2
OG0004602	0	1	0	0	0	0	1	0	0	0	0	0	2
OG0004603	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0004604	0	1	0	0	0	0	0	0	0	0	0	1	2
OG0004605	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0004606	0	1	0	0	0	0	0	0	0	0	0	1	2
OG0004607	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004608	0	1	0	0	0	0	0	1	0	0	0	0	2
OG0004609	0	1	0	0	0	0	0	1	0	0	0	0	2
OG0004610	0	1	0	1	0	0	0	0	0	0	0	0	2
OG0004611	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004612	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004613	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004614	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0004615	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004616	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004617	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0004618	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0004619	0	1	0	0	0	0	0	0	1	0	0	0	2
OG0004620	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004621	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004622	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0004623	0	1	0	0	1	0	0	0	0	0	0	0	2
OG0004624	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004625	0	2	0	0	0	0	0	0	0	0	0	0	2
OG0004626	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004627	0	1	0	0	0	0	0	0	0	0	1	0	2
OG0004628	0	1	0	0	0	1	0	0	0	0	0	0	2
OG0004629	0	1	0	0	0	0	0	0	0	1	0	0	2
OG0004630	0	1	1	0	0	0	0	0	0	0	0	0	2
OG0004631	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004632	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004633	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004634	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004635	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004636	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004637	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004638	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004639	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004640	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004641	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004642	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004643	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004644	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004645	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004646	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004647	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004648	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004649	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004650	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004651	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004652	0	0	1	0	0	0	1	0	0	0	0	0	2
OG0004653	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004654	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004655	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004656	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004657	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004658	0	0	1	0	0	0	0	0	1	0	0	0	2
OG0004659	0	0	1	0	0	0	0	0	1	0	0	0	2
OG0004660	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004661	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004662	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004663	0	0	1	0	0	0	0	0	1	0	0	0	2
OG0004664	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004665	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004666	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004667	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004668	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004669	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004670	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004671	0	0	1	0	1	0	0	0	0	0	0	0	2
OG0004672	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004673	0	0	1	0	0	0	0	0	0	1	0	0	2
OG0004674	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004675	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004676	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004677	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004678	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004679	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004680	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004681	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004682	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004683	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004684	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004685	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004686	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004687	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004688	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004689	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004690	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004691	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004692	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004693	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004694	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004695	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004696	0	0	1	0	0	0	0	0	0	1	0	0	2
OG0004697	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004698	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004699	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004700	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004701	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004702	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004703	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004704	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004705	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004706	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004707	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004708	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004709	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004710	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004711	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004712	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004713	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004714	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004715	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004716	0	0	1	0	0	0	1	0	0	0	0	0	2
OG0004717	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004718	0	0	1	0	0	0	0	0	0	1	0	0	2
OG0004719	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004720	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004721	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004722	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004723	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004724	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004725	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004726	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004727	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004728	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004729	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004730	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004731	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004732	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004733	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004734	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004735	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004736	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004737	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004738	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004739	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004740	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004741	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004742	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004743	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004744	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004745	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004746	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004747	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004748	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004749	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004750	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004751	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004752	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004753	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004754	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004755	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004756	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004757	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004758	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004759	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004760	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004761	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004762	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004763	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004764	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004765	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004766	0	0	1	0	1	0	0	0	0	0	0	0	2
OG0004767	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004768	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004769	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004770	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004771	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004772	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004773	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004774	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004775	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004776	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004777	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004778	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004779	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004780	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004781	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004782	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004783	0	0	1	0	0	0	1	0	0	0	0	0	2
OG0004784	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004785	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004786	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004787	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004788	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004789	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004790	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004791	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004792	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004793	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004794	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004795	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004796	0	0	1	0	1	0	0	0	0	0	0	0	2
OG0004797	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004798	0	0	1	0	1	0	0	0	0	0	0	0	2
OG0004799	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004800	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004801	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004802	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004803	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004804	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004805	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004806	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004807	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004808	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004809	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004810	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004811	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004812	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004813	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004814	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004815	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004816	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004817	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004818	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004819	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004820	0	0	1	0	0	1	0	0	0	0	0	0	2
OG0004821	0	0	1	0	0	0	0	1	0	0	0	0	2
OG0004822	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004823	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004824	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004825	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004826	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004827	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004828	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004829	0	0	1	0	0	0	0	0	0	1	0	0	2
OG0004830	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004831	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004832	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004833	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004834	0	0	1	0	0	0	0	0	1	0	0	0	2
OG0004835	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004836	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004837	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004838	0	0	2	0	0	0	0	0	0	0	0	0	2
OG0004839	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004840	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004841	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004842	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004843	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004844	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004845	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004846	0	0	1	0	0	0	0	0	0	0	0	1	2
OG0004847	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004848	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004849	0	0	1	0	1	0	0	0	0	0	0	0	2
OG0004850	0	0	1	0	0	0	0	0	0	0	1	0	2
OG0004851	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004852	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004853	0	0	1	1	0	0	0	0	0	0	0	0	2
OG0004854	0	0	0	1	0	0	0	0	1	0	0	0	2
OG0004855	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004856	0	0	0	1	0	0	0	0	0	0	0	1	2
OG0004857	0	0	0	1	0	0	1	0	0	0	0	0	2
OG0004858	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004859	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004860	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004861	0	0	0	1	0	0	0	1	0	0	0	0	2
OG0004862	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004863	0	0	0	1	0	0	0	0	0	1	0	0	2
OG0004864	0	0	0	1	0	0	0	1	0	0	0	0	2
OG0004865	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004866	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004867	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004868	0	0	0	1	0	0	1	0	0	0	0	0	2
OG0004869	0	0	0	1	0	0	1	0	0	0	0	0	2
OG0004870	0	0	0	1	0	0	1	0	0	0	0	0	2
OG0004871	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004872	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004873	0	0	0	1	0	0	0	0	0	0	1	0	2
OG0004874	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004875	0	0	0	1	0	0	0	1	0	0	0	0	2
OG0004876	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004877	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004878	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004879	0	0	0	1	0	0	0	0	1	0	0	0	2
OG0004880	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004881	0	0	0	1	0	0	0	1	0	0	0	0	2
OG0004882	0	0	0	1	0	0	0	0	1	0	0	0	2
OG0004883	0	0	0	1	0	0	0	0	0	1	0	0	2
OG0004884	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004885	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004886	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004887	0	0	0	1	0	0	0	0	0	0	0	1	2
OG0004888	0	0	0	1	0	0	0	0	0	0	0	1	2
OG0004889	0	0	0	1	0	0	0	0	0	0	0	1	2
OG0004890	0	0	0	1	0	0	0	0	0	0	1	0	2
OG0004891	0	0	0	1	0	0	0	0	0	0	1	0	2
OG0004892	0	0	0	1	0	0	0	0	0	0	1	0	2
OG0004893	0	0	0	1	0	0	0	0	0	0	1	0	2
OG0004894	0	0	0	1	0	0	0	0	0	0	1	0	2
OG0004895	0	0	0	1	0	0	0	0	0	0	1	0	2
OG0004896	0	0	0	1	0	0	1	0	0	0	0	0	2
OG0004897	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004898	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004899	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004900	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004901	0	0	0	1	0	0	0	1	0	0	0	0	2
OG0004902	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004903	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004904	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004905	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004906	0	0	0	1	0	1	0	0	0	0	0	0	2
OG0004907	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004908	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004909	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004910	0	0	0	1	1	0	0	0	0	0	0	0	2
OG0004911	0	0	0	2	0	0	0	0	0	0	0	0	2
OG0004912	0	0	0	0	1	0	0	0	0	0	0	1	2
OG0004913	0	0	0	0	2	0	0	0	0	0	0	0	2
OG0004914	0	0	0	0	1	0	1	0	0	0	0	0	2
OG0004915	0	0	0	0	1	0	0	0	1	0	0	0	2
OG0004916	0	0	0	0	1	0	0	0	1	0	0	0	2
OG0004917	0	0	0	0	1	0	1	0	0	0	0	0	2
OG0004918	0	0	0	0	1	0	0	0	0	0	0	1	2
OG0004919	0	0	0	0	2	0	0	0	0	0	0	0	2
OG0004920	0	0	0	0	1	0	0	1	0	0	0	0	2
OG0004921	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004922	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004923	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004924	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004925	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004926	0	0	0	0	2	0	0	0	0	0	0	0	2
OG0004927	0	0	0	0	1	0	0	0	0	1	0	0	2
OG0004928	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004929	0	0	0	0	1	0	0	1	0	0	0	0	2
OG0004930	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004931	0	0	0	0	1	0	0	0	0	0	0	1	2
OG0004932	0	0	0	0	2	0	0	0	0	0	0	0	2
OG0004933	0	0	0	0	2	0	0	0	0	0	0	0	2
OG0004934	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004935	0	0	0	0	2	0	0	0	0	0	0	0	2
OG0004936	0	0	0	0	1	0	0	0	0	0	0	1	2
OG0004937	0	0	0	0	1	0	0	1	0	0	0	0	2
OG0004938	0	0	0	0	1	0	0	0	0	1	0	0	2
OG0004939	0	0	0	0	2	0	0	0	0	0	0	0	2
OG0004940	0	0	0	0	1	0	0	0	0	1	0	0	2
OG0004941	0	0	0	0	1	0	0	1	0	0	0	0	2
OG0004942	0	0	0	0	1	0	1	0	0	0	0	0	2
OG0004943	0	0	0	0	1	0	0	0	0	0	1	0	2
OG0004944	0	0	0	0	1	0	0	1	0	0	0	0	2
OG0004945	0	0	0	0	1	0	0	0	1	0	0	0	2
OG0004946	0	0	0	0	1	0	0	0	0	0	1	0	2
OG0004947	0	0	0	0	2	0	0	0	0	0	0	0	2
OG0004948	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004949	0	0	0	0	1	1	0	0	0	0	0	0	2
OG0004950	0	0	0	0	2	0	0	0	0	0	0	0	2
